 ˝æ›”…w0x7ce’˚¿Ì
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,«∞ ’≈Ãº€,∏¥»®“Ú◊”,≥…Ωª¡ø,≥…Ωª∂Ó,≤®∂Ø,µÿ«¯,––“µ,…œ –»’∆⁄,ÕÀ –»’∆⁄
002513.SZ,*ST¿∂∑·,20200618,4.75,4.82,4.83,4.7,4.71,2.3355,33527.12,16007.975,0.11000000000000032,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200617,4.86,4.71,4.86,4.52,4.63,1.7279,70746.31,33326.64,0.08000000000000007,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200616,4.59,4.63,4.63,4.51,4.41,4.9887,19336.8,8918.514,0.21999999999999975,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200615,4.25,4.41,4.41,4.25,4.2,5.0,22882.4,10045.098,0.20999999999999996,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200612,4.12,4.2,4.27,4.08,4.22,-0.4739,13709.07,5716.527,-0.019999999999999574,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200611,4.2,4.22,4.29,4.03,4.24,-0.4717,31590.8,13141.417,-0.020000000000000462,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200610,4.25,4.24,4.4,4.2,4.21,0.7126,50253.5,21555.322,0.03000000000000025,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200609,4.01,4.21,4.21,3.98,4.01,4.9875,34969.62,14472.538,0.20000000000000018,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200608,3.99,4.01,4.04,3.92,3.95,1.519,17636.06,7002.831,0.05999999999999961,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200605,3.94,3.95,4.14,3.93,3.99,-1.0025,47328.34,19017.156,-0.040000000000000036,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200604,3.88,3.99,4.03,3.83,3.84,3.9063,78119.39,31033.033,0.15000000000000036,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200603,3.64,3.84,3.84,3.64,3.66,4.918,22652.67,8602.429,0.17999999999999972,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200602,3.61,3.66,3.67,3.6,3.62,1.105,20592.1,7495.126,0.040000000000000036,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200601,3.53,3.62,3.64,3.53,3.56,1.6854,18965.73,6813.638,0.06000000000000005,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200529,3.53,3.56,3.6,3.52,3.56,0.0,11507.18,4095.753,0.0,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200528,3.61,3.56,3.64,3.51,3.61,-1.385,14699.57,5234.887,-0.04999999999999982,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200527,3.54,3.61,3.65,3.54,3.55,1.6901,17559.17,6313.912,0.06000000000000005,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200526,3.46,3.55,3.58,3.46,3.5,1.4286,10574.54,3741.659,0.04999999999999982,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200525,3.56,3.5,3.58,3.5,3.58,-2.2346,16803.2,5931.635,-0.08000000000000007,Ω≠À’,≈©“©ªØ∑ ,20101203,
002513.SZ,*ST¿∂∑·,20200522,3.6,3.58,3.6,3.55,3.6,-0.5556,12711.73,4530.498,-0.020000000000000018,Ω≠À’,≈©“©ªØ∑ ,20101203,
